     Èas [s]    Napìtí [V]
     195,391  1,12970E-003
     195,641  1,13220E-003
     195,907  1,13920E-003
     196,157  1,14600E-003
     196,422  1,15610E-003
     196,672  1,16120E-003
     196,922  1,16930E-003
     197,188  1,18050E-003
     197,438  1,18800E-003
     197,688  1,18750E-003
     197,954  1,18680E-003
     198,204  1,19090E-003
     198,469  1,19110E-003
     198,719  1,19350E-003
     198,969  1,19660E-003
     199,235  1,19560E-003
     199,485  1,19570E-003
     199,750  1,20120E-003
     200,000  1,20870E-003
     200,250  1,21290E-003
     200,516  1,22090E-003
     200,766  1,21960E-003
     201,016  1,22130E-003
     201,282  1,22840E-003
     201,532  1,23170E-003
     201,797  1,23210E-003
     202,047  1,23020E-003
     202,297  1,23730E-003
     202,563  1,23480E-003
     202,813  1,23600E-003
     203,063  1,23860E-003
     203,329  1,23990E-003
     203,579  1,24470E-003
     203,844  1,25000E-003
     204,094  1,25170E-003
     204,344  1,25980E-003
     204,610  1,26840E-003
     204,860  1,27300E-003
     205,110  1,27560E-003
     205,375  1,28630E-003
     205,625  1,29300E-003
     205,891  1,29260E-003
     206,141  1,29510E-003
     206,391  1,30370E-003
     206,657  1,30380E-003
     206,907  1,30330E-003
     207,157  1,30460E-003
     207,422  1,30630E-003
     207,672  1,30730E-003
     207,938  1,31320E-003
     208,188  1,31860E-003
     208,438  1,32400E-003
     208,704  1,33140E-003
     208,954  1,33220E-003
     209,219  1,33400E-003
     209,469  1,34130E-003
     209,735  1,34940E-003
     209,985  1,34600E-003
     210,235  1,34930E-003
     210,500  1,35110E-003
     210,750  1,35270E-003
     211,016  1,35450E-003
     211,266  1,35580E-003
     211,516  1,35350E-003
     211,782  1,35850E-003
     212,032  1,36040E-003
     212,297  1,36410E-003
     212,547  1,37020E-003
     212,797  1,37650E-003
     213,063  1,37710E-003
     213,313  1,38080E-003
     213,579  1,38870E-003
     213,829  1,39460E-003
     214,094  1,39790E-003
     214,344  1,39950E-003
     214,610  1,40850E-003
     214,860  1,41120E-003
     215,110  1,41690E-003
     215,375  1,42020E-003
     215,625  1,41910E-003
     215,891  1,42140E-003
     216,141  1,42490E-003
     216,407  1,43060E-003
     216,657  1,44120E-003
     216,922  1,44620E-003
     217,172  1,44590E-003
     217,438  1,45160E-003
     217,688  1,45950E-003
     217,954  1,46160E-003
     218,204  1,46120E-003
     218,454  1,46030E-003
     218,719  1,46150E-003
     218,985  1,46370E-003
     219,235  1,46490E-003
     219,500  1,46180E-003
     219,750  1,45880E-003
     220,016  1,46420E-003
     220,266  1,46680E-003
     220,516  1,47450E-003
     220,782  1,48350E-003
     221,032  1,49100E-003
     221,297  1,48880E-003
     221,563  1,49360E-003
     221,813  1,50060E-003
     222,079  1,50730E-003
     222,329  1,51300E-003
     222,594  1,51170E-003
